id,hip,hd,hr,gl,main_id,full_name,proper,ra,dec,rarad,decrad,dist,x,y,z,vx,vy,vz,pmra,pmdec,pmrarad,pmdecrad,spect,lum_class,mag,absmag,ci,radius,mass,temp,type,lifespan,comp,comp_primary,sibling,compdist,dist_au,inner_ohz,outer_ohz,inner_chz,outer_chz,bayer,flam,con,gaia,2mass,tyc,ccdm,wds,ads,tic,nltt,plx,fk5,iras,gcrv,web,old_bgs_id,rv,mag_V,mag_B,mag_J,mag_H,mag_K,primary_band,ci_type,lum,base,comp_numeric,bf,STDT_Mismatch_FullName,STDT_Mismatch_Class,STDT_Mismatch_Magnitude,STDT_Mismatch_Mass,STDT_Mismatch_Radius,STDT_Mismatch_Temperature,STDT_Mismatch_Distance,STDT_Mismatch_InnerHZ,STDT_Mismatch_OuterHZ
58401,58576,104304,4587,454,HD 104304,Nirvana,,180.1853,-10.4461,3.14482589,-0.18231936,12.7655,-12.5539,-0.0406,-2.3145,5304.64771075,-5053.57980774,-28685.03483613,83.793,-482.006,4.1e-07,-2.34e-06,G8IV,IV,5.55,5.02,0.77,1.062,0.96,5372.7941961698025,Subgiant,11.090499189543564,1,58401,,,2633081.4607351166,0.7732472969715276,2.209277991347222,1.5372892689791084,0.8745058715749419,,,,3575733210781078016,J12004444-1026452,5521-1366-1,,J12007-1028A,,152738837,29280,2767.00,,11581-1009,7221,10453,,0.28,5.550000190734863,6.320000171661377,4.28000020980835,3.910000085830689,3.869999885559082,V,B-V,0.8474,Nirvana,1,,,K0 <-> G8,5.01 <-> 5.02,0.78 <-> 0.96,0.85 <-> 1.06,5200 <-> 5373,12.76 <-> 12.77,0.72 <-> 0.77,1.73 <-> 2.21
57767,57939,103095,4550,451,HD 103095,Groombridge,,178.2449,37.7187,3.11095975,0.65831519,9.1718,-7.2517,0.2222,5.6112,-159931.53208739,-169211.39423053,-200150.00638923,4002.655,-5817.8,1.941e-05,-2.821e-05,K1V_Fe-1.5,,6.45,6.638,0.75,0.54,0.69,5436.136574148009,Main sequence,25.08594557941119,1,57767,,,1891823.92671348,0.4024712897260091,1.1499179706457403,0.8001512545743277,0.4551758633806055,,,,4034171629042489344,J11525880+3743060,3014-574-1,,,,309599261,28839,2745.00,1307,,7170,10381,,-98.008,6.449999809265137,7.199999809265137,4.936999797821045,4.5,4.373000144958496,V,B-V,0.2296,Groombridge,1,,,G8 <-> K1,6.63 <-> 6.64,0.66 <-> 0.69,0.68 <-> 0.54,4760 <-> 5436,9.09 <-> 9.17,0.32 <-> 0.40,0.76 <-> 1.15
57584,57757,102870,4540,449,* bet Vir,Lantana,Zavijava,177.6738,1.7647,3.10099328,0.03080022,11.0018,-10.9875,0.4463,0.3388,-2007.2484687,-38582.84983633,-14122.96349854,740.746,-270.927,3.59e-06,-1.31e-06,F9V,V,3.6,3.393,0.55,1.704,1.4,6170.478867816242,Main sequence,4.34682326067639,1,57584,,,2269277.0849721385,1.6358433021672614,4.673838006192176,3.252212279308722,1.8500608774510692,bet,,Vir,3796442680947600896,J11504173+0145528,273-924-1,J11507+0146A,J11507+0146A,,366661076,28736,2739.00,445,11481+0202,7160,10364,,4.455,3.5999999046325684,4.150000095367432,2.630000114440918,2.36299991607666,2.3299999237060547,V,B-V,3.7925,Lantana,1,bet  Vir,,F8 <-> F9,3.40 <-> 3.39,1.18 <-> 1.4,1.11 <-> 1.70,6130 <-> 6170,10.93 <-> 11.00,1.43 <-> 1.64,3.35 <-> 4.67
57459,57632,102647,4534,448,* bet Leo,Denebola,Denebola,177.2649,14.5721,3.09385632,0.25433039,10.9999,-10.6339,0.508,2.7675,-264.14941491,25993.56431474,-5787.13087219,-497.68,-114.67,-2.41e-06,-5.6e-07,A3Va,,2.13,1.923,0.09,1.681,2.05,9125.459334985157,Main sequence,1.6625112806869482,1,57459,,,2268890.177098229,3.52912958527216,10.083227386491885,7.016245723100602,3.991277507153037,bet,,Leo,,J11490366+1434197,870-988-1,J11490+1433A,J11491+1434A,8314 A,14725877,28642,2738.00,444,11464+1451,7151,10349,,-0.2,2.130000114440918,2.220000028610229,1.850000023841858,1.924999952316284,1.899999976158142,V,B-V,17.6513,Denebola,1,bet  Leo,,,1.93 <-> 1.92,1.78 <-> 2.05,1.73 <-> 1.68,8500 <-> 9125,,2.80 <-> 3.53,6.50 <-> 10.08
118771,,102365B,,442 B,HD 102365B,Beta Tirna,,176.6362,-40.4966,3.0828834,-0.70679825,9.3089,-7.0667,0.4154,-6.0452,,,,-1534.679,381.396,-7.44e-06,1.85e-06,M4V,V,15.43,15.586,7.469,0.016,0.11,5019.19253529818,Main sequence,2578.547937266162,1,118771,57270,,1920105.20955804,0.009889608927737,0.02825602550782,0.0196614844158581,0.011184676763512,,,,5381537023379296256,J11463269-4029476,,,J11467-4029B,,454082373,28513,,,,,,,,15.43000030517578,,8.755000114440918,8.229999542236328,7.960999965667725,V,V-K,0.0001,Beta Tirna,1,,,M5 <-> M4,15.17 <-> 15.59,0.21 <-> 0.11,0.32 <-> 0.02,3000 <-> 5019,9.24 <-> 9.31,0.01 <-> 0.01,0.02 <-> 0.03
57270,57443,102365,4523,442 A,HD 102365,Alpha Tirna,,176.6295,-40.5004,3.08276579,-0.70686458,9.3195,-7.0743,0.4166,-6.0525,-7587.39664004,68200.21633139,13536.81292925,-1530.971,403.287,-7.42e-06,1.96e-06,G2V,V,4.88,5.033,0.67,0.936,0.96,5706.318634763023,Main sequence,11.175367747847655,1,57270,118771,0.010606,1922275.7925265415,0.7685459306363404,2.1958455161038297,1.5279425049555817,0.8691888501244326,,,,5381537023379295232,J11463107-4030013,7745-1381-1,J11465-4030A,J11467-4029A,,454082369,28512,2725,,11440-4013,7133,10319,,16.947,4.880000114440918,5.550000190734863,3.740000009536743,3.369999885559082,3.309999942779541,V,B-V,0.8371,Alpha Tirna,1,,,G3 <-> G2,5.07 <-> 5.03,0.98 <-> 0.96,0.98 <-> 0.94,5745 <-> 5706,9.22 <-> 9.32,0.68 <-> 0.77,1.60 <-> 2.20
56828,56997,101501,4496,434,*  61 UMa,Kumasi,,175.2626,34.2016,3.05890886,0.59693112,9.5762,-7.8931,0.6541,5.3829,-9642.65150618,1369.50830025,-14315.02700135,-12.522,-381.196,-6e-08,-1.85e-06,G8V,V,5.34,5.434,0.74,0.847,0.87,5468.409762103408,Main sequence,14.076888892978928,1,56828,,,1975239.7505582944,0.6389603948876301,1.825601128250372,1.2703141184075504,0.7226337799324388,,,,4025850731201819648,J11410301+3412064,2525-2445-1,J11411+3412A,J11411+3412A,,101641846,28222,2699.00,1300,,7092,10258,,-5.18,5.340000152587891,6.079999923706055,4.010000228881836,3.609999895095825,3.588000059127808,V,B-V,0.5786,Kumasi,1,,,,5.40 <-> 5.43,0.84 <-> 0.87,0.88 <-> 0.85,5320 <-> 5468,9.61 <-> 9.58,0.60 <-> 0.64,1.43 <-> 1.83
119222,55203B,98230,4374,423 D,* ksi UMa B,Ursae Minoris,,169.5452,31.5291,2.9591211,0.5502869,8.7346,-7.3216,1.351,4.5676,-10380.52988459,16205.91846958,-21463.05457255,-339.398,-607.892,-1.65e-06,-2.95e-06,G2V,V,4.77,5.064,0.64,0.889,0.95,5815.2141520103805,Main sequence,11.37480059080656,2,118742.0,118742,,1801648.6281812647,0.757747047001595,2.1649915628617,1.5064732958245994,0.8569758269660895,,,,756853643637996160,,2520-2634-2,J11182+3132B,"J11182+3132Ba,Bb",8119 B,,26921,,,,6921,9946,119222.0,-15.9,4.769999980926514,5.409999847412109,,,,V,B-V,0.8137,Ursae Minoris,2,,,,4.71 <-> 5.06,0.86 <-> 0.95,0.92 <-> 0.89,5700 <-> 5815,10.42 <-> 8.73,0.79 <-> 0.76,1.85 <-> 2.16
118742,55203A,98231,4375,423 C,* ksi UMa A,Ursae Majoris,,169.5454,31.5292,2.95912584,0.55028767,,,,,,,,-453.7,-591.4,-2.2e-06,-2.87e-06,F8.5:V,V,4.25,,0.54,,,6212.866181081854,Main sequence,4.469946076237917,1,118742,119222,,,,,,,,,,756853643638639104,,2520-2634-1,J11182+3132A,J11182+3132A,8119 A,,26920,,,,6920,9947,,-26.78,4.25,4.789999961853027,,,,V,B-V,,Ursae Majoris,1,,,,,,,6000 <-> 6213,,,
54712,54872,97603,4357,419,* del Leo,Zosma,Zosma,168.5271,20.5237,2.94135259,0.35820646,17.9147,-16.4424,3.3371,6.2808,-6193.22336321,-11171.18411888,-10337.18222693,143.42,-129.88,7e-07,-6.3e-07,A5IV(n),IV,2.53,1.264,0.15,2.581,2.39,8571.321109412325,Subgiant,1.1375939744379089,1,54712,,,3695177.463274812,4.780677632579005,13.65907895022573,9.504442436198737,5.4067187511310175,del,,Leo,3990320597065900032,J11140651+2031258,1439-2479-1,J11141+2032A,J11141+2031A,,159523958,26691,2614.00,422,,6892,9902,,-20.9,2.5299999713897705,2.680000066757202,2.3299999237060547,2.2799999713897705,2.240000009536743,V,B-V,32.3907,Zosma,1,del  Leo,,A4 <-> A5,1.29 <-> 1.26,2.2 <-> 2.39,2.14 <-> 2.58,8900 <-> 8571,17.91 <-> 17.91,3.65 <-> 4.78,8.41 <-> 13.66
118720,,,,406,Wolf  359,Wolf,,164.1205,7.0147,2.86444316,0.12243001,2.4086,-2.2993,0.6541,0.2941,8440.00000038,43495.92116811,-30586.24358631,-3866.338,-2699.215,-1.874e-05,-1.309e-05,dM6,,13.507,16.598,2.034,0.014,0.07,3134.4935649310305,,9216.048223281488,1,118720,,,496808.8638309126,0.0035697967944388,0.0101994194126823,0.0070970960079915,0.0040372701841867,,,,3864972938605115392,J10562886+0700527,,,,,365006789,25782,2553.00,,,6780,9714,,19.57,13.506999969482422,15.541000366210938,7.085000038146973,6.48199987411499,6.084000110626221,V,B-V,0.0,Wolf,1,,,,16.56 <-> 16.60,0.09 <-> 0.07,0.16 <-> 0.01,2860 <-> 3134,2.39 <-> 2.41,0.00 <-> 0.00,0.00 <-> 0.01
3820,3829,,,35,Wolf   28,Van Maanen's Star,vMA 2,12.2912,5.3886,0.21452266,0.09404898,4.3144,4.1969,0.9144,0.4052,-16.28674166,25772.41760222,-55194.84881248,1231.399,-2711.883,5.97e-06,-1.315e-05,DZ7.5,,12.374,14.199,0.546,0.011,0.11,6187.357211382538,White dwarf,2316.5669020583523,1,3820,,,889916.3258262145,0.010774655875267,0.0307847310721914,0.0214210420377332,0.0121856227160757,,,,2552928187080872960,J00490996+0523173,17-1272-1,,,,257219223,2724,160.00,,,453,681,,263.0,12.37399959564209,12.920000076293944,11.687999725341797,11.571999549865724,11.498000144958496,V,B-V,0.0002,Van Maanen's Star,1,,,,14.22 <-> 14.20,0.7 <-> 0.11,0.01 <-> 0.01,6130 <-> 6187,4.26 <-> 4.31,0.01 <-> 0.01,0.02 <-> 0.03
118021,,4614B,,34 B,* eta Cas B,Carinae,,12.2716,57.8178,0.2141804,1.00911143,5.927,3.0847,0.671,5.0164,4082.06503976,33802.30780335,-7021.12628453,1144.693,-469.668,5.55e-06,-2.28e-06,K7Ve,,7.51,8.646,1.39,0.402,0.44,3966.829696423134,Main sequence,79.69916310237838,2,3814.0,3814,0.003987,1222537.4440043955,0.1596306482334267,0.4560875663812193,0.3173609316069317,0.1805346616925659,,,,425040000959067008,J00490516+5749037,3663-2669-2,J00491+5749B,J00491+5749B,671 B,445258198,2689,,,,448,678,,8.6837,7.510000228881836,8.899999618530273,,4.146999835968018,3.88100004196167,V,B-V,0.0361,Carinae,2,,,,8.64 <-> 8.65,0.57 <-> 0.44,0.66 <-> 0.40,4045 <-> 3967,5.95 <-> 5.93,0.14 <-> 0.16,0.36 <-> 0.46
3814,3821,4614A,219,34 A,* eta Cas,Eta Cassiopeia,Achird,12.2762,57.8152,0.21426059,1.0090652,5.923,3.0828,0.6708,5.0129,6362.29391694,32378.32969042,-8235.52465546,1078.609,-551.133,5.23e-06,-2.67e-06,F9V,V,3.44,4.577,0.58,1.028,1.06,6046.973231761683,Main sequence,8.596449453171775,1,3814,118021,,1221714.8506031432,0.9480341788545475,2.708669082441564,1.884782236532255,1.072181511799786,eta,,Cas,425040000951479424,J00490622+5748545,3663-2669-1,J00491+5749A,J00491+5749A,671 A,445258206,2690,155,,00461+5732,447,675,,8.404,3.440000057220459,4.019999980926514,2.369999885559082,2.0199999809265137,1.9900000095367432,V,B-V,1.2738,Eta Cassiopeia,1,eta  Cas,,G0 <-> F9,4.59 <-> 4.58,0.97 <-> 1.06,1.04 <-> 1.03,5970 <-> 6047,5.95 <-> 5.92,0.84 <-> 0.95,1.96 <-> 2.71
118493,,,,280 B,* alf CMi B,Procyon B,Procyon B,114.8245,5.2241,2.00406559,0.09117794,,,,,,,,-709.0,-1024.0,-3.44e-06,-4.96e-06,DQZ,,10.92,,-0.22,,,14086.913851062018,White dwarf,,2,37173.0,37173,,,,,,,,,,,,,J07393+0514B,J07393+0514B,6251 B,,,,,,,,,,10.920000076293944,10.699999809265137,,,,V,B-V,,Procyon B,2,,,,,,,7740 <-> 14087,,,
37173,37279,61421,2943,280,* alf CMi,Procyon A,Procyon A,114.8255,5.225,2.004083,0.09119324,3.5142,-1.4693,3.1762,0.32,10145.736932,6421.58306765,-17200.63769817,-714.59,-1036.8,-3.46e-06,-5.03e-06,F5IV-V+DQZ,IV,0.37,2.641,0.42,1.998,1.66,6775.501733074217,Subgiant,2.819793573497317,1,37173,118493,,724855.2361540624,2.312626154338373,6.607503298109638,4.597721044934623,2.6154700555017314,,,,,J07391805+0513298,187-2184-1,J07393+0514A,J07393+0514A,,471011543,18229,1805,291,07366+0520,5099,7381,,-4.50528,0.3700000047683716,0.7900000214576721,-0.3899999856948852,-0.5600000023841858,-0.6499999761581421,V,B-V,7.5797,Procyon A,1,,,F5 <-> WD,2.67 <-> 2.64,1.5 <-> 1.66,2.05 <-> 2.00,6530 <-> 6776,,1.94 <-> 2.31,4.49 <-> 6.61
36107,36208,,,273,BD+05  1668,Luyten's Star,Luyten's star,111.8521,5.2258,1.95218705,0.09120723,3.7861,-1.4034,3.4994,0.3448,-11768.54507047,1801.79881882,-65976.64063889,571.232,-3691.487,2.77e-06,-1.79e-05,M3.5V,V,9.872,11.981,1.571,0.152,0.25,3689.747923732747,Main sequence,323.7917118618269,1,36107,,,780930.7041425923,0.0520075869424862,0.1485931055499605,0.1033960359451809,0.0588181042801927,,,,3139847906304421888,J07272450+0513329,173-3208-1,,J07274+0514A,,318686860,17881,1755.00,,07247+0520,4954,7213,,18.36,9.871999740600586,11.442999839782717,5.714000225067139,5.218999862670898,4.85699987411499,V,B-V,0.0038,Luyten's Star,1,,,M1 <-> M3,11.94 <-> 11.98,0.26 <-> 0.25,0.35 <-> 0.15,3150 <-> 3690,3.80 <-> 3.79,0.03 <-> 0.05,0.08 <-> 0.15
119224,,48915B,,244 B,* alf CMa B,The Pup,Sirius BC,101.2888,-16.7169,1.76782249,-0.29176439,2.6703,-0.5006,2.508,-0.7681,,,,-461.571,-914.52,-2.24e-06,-4.43e-06,DA1.9,,8.44,11.307,-0.03,0.015,0.22,10515.558157279074,White dwarf,438.32838646181295,2,32263.0,32263,0.033246,550789.1434101241,0.0408168615793371,0.1166196045123919,0.0811478081398727,0.0461619267861551,,,,2947050466531872768,,,J06451-1643BC,J06451-1643BC,5423 B,,,,,,,,119224.0,,8.4399995803833,8.40999984741211,,,,V,B-V,0.0024,The Pup,2,,,,11.18 <-> 11.31,1.02 <-> 0.22,0.01 <-> 0.01,25200 <-> 10516,2.64 <-> 2.67,0.00 <-> 0.04,0.00 <-> 0.12
32263,32349,48915,2491,244 A,* alf CMa,Sirius,Sirius,101.2872,-16.7161,1.76779435,-0.29175126,2.6371,-0.4943,2.4768,-0.7585,7555.38374279,-2981.86799543,-14641.79693288,-546.01,-1223.07,-2.65e-06,-5.93e-06,A0mA1Va,,-1.46,1.434,0.0,1.71,2.29,10125.237191650856,,1.2548728329348298,1,32263,119224,,543932.9289839404,4.4197683975028665,12.627909707151048,8.786920504559271,4.998547592413956,,,,,J06450887-1642566,5949-2777-1,J06451-1643A,J06451-1643A,5423 A,322899250,16953,1577,257,S06430-1639,4392,6525,,-5.5,-1.4600000381469729,-1.4600000381469729,-1.3600000143051147,-1.3300000429153442,-1.350000023841858,V,B-V,27.6847,Sirius,1,,,A1 <-> A0,1.45 <-> 1.43,2.06 <-> 2.29,1.71 <-> 1.71,9940 <-> 10125,2.64 <-> 2.64,3.97 <-> 4.42,9.28 <-> 12.63
24129,24186,33793,,191,HD  33793,Kapteyn's Star,Kapteyn's,77.9191,-45.0184,1.35994527,-0.78571989,3.9339,0.582,2.7192,-2.7826,-134095.57861121,-48128.89293667,-75426.52127263,6491.223,-5708.614,3.147e-05,-2.768e-05,M1VIp,,8.853,10.879,1.58,0.253,0.32,3677.0147363402025,Main sequence,171.678679720041,1,24129,,,811431.715202208,0.0863984983485164,0.2468528524243328,0.1717684431452649,0.097712587417965,,,,4810594479417465856,J05114046-4501051,8078-1749-1,,,,200385493,14668,1181.00,,05100-4502,3085,4691,,245.234,8.852999687194824,10.43299961090088,5.821000099182129,5.315999984741211,5.048999786376953,V,B-V,0.0106,Kapteyn's Star,1,,,M0 <-> M1,10.90 <-> 10.88,0.28 <-> 0.32,0.29 <-> 0.25,3570 <-> 3677,3.91 <-> 3.93,0.05 <-> 0.09,0.13 <-> 0.25
15471,15510,20794,1008,139,* e Eri,Eridani,,49.9819,-43.0698,0.87234835,-0.7517095,6.0414,2.8379,3.38,-4.1256,-57383.56332135,66829.82296547,15149.18837847,3035.017,726.964,1.471e-05,3.52e-06,G6V,V,4.27,5.364,0.71,0.844,0.89,5567.728608655219,Main sequence,13.52311892046014,1,15471,,,1246130.8135003825,0.6598083272059174,1.885166649159764,1.3117617933736692,0.7462117986257399,e,,Eri,4847957293277762560,J03195563-4304112,7567-1183-1,,,,301051051,10637,703.00,119,F03180-4315,1851,2978,,87.882,4.269999980926514,4.980000019073486,3.032000064849853,2.7090001106262207,2.635999917984009,V,B-V,0.617,Eridani,1,e  Eri,,G8 <-> G6,5.35 <-> 5.36,0.7 <-> 0.89,0.92 <-> 0.84,5400 <-> 5568,6.04 <-> 6.04,0.61 <-> 0.66,1.46 <-> 1.89
90582,90864,171067,,1229,HD 171067,Bardeen,,278.0436,13.7366,4.8527763,0.23974828,26.0792,3.5448,-25.084,6.1927,13275.72393265,5555.15160118,14707.67057916,112.616,122.562,5.5e-07,5.9e-07,G6V,V,5.557,3.476,0.34,3.267,1.37,4372.000389099121,Main sequence,4.559142179986378,1,90582,,,5379211.940080533,1.5746091729497422,4.498883351284978,3.130472998602464,1.7808079932169705,,,,4508601275714721280,J18321046+1344113,1036-812-1,,,,50226706,,,,,,,,-46.222,,,5.896999835968018,5.625999927520752,5.557000160217285,K,J-K,3.5139,Bardeen,1,,,G8 <-> G6,5.13 <-> 3.48,0.84 <-> 1.37,0.88 <-> 3.27,5320 <-> 4372,25.98 <-> 26.08,0.68 <-> 1.57,1.62 <-> 4.50
72717,72944,,,569 A,BD+16  2708,Sagan,,223.6218,16.1011,3.90293699,0.28101642,9.9478,-6.9189,-6.5938,2.7589,7969.43740203,-10587.47398759,-5344.13733721,279.117,-117.908,1.35e-06,-5.7e-07,M3V,V,10.15,10.161,1.536,0.341,0.38,3740.1494046825055,Main sequence,113.58964090812138,1,72717,,,2051890.000726193,0.1202287425082358,0.3435106928806739,0.2390261904628022,0.1359729825986,,,,1187851653287128576,J14542923+1606039,1478-495-1,J14545+1606A,J14545+1606A,,258105174,38745,3372.00,,,65111,12519,,-7.219,10.149999618530272,11.685999870300291,6.632999897003174,5.989999771118164,5.769999980926514,V,B-V,0.0205,Sagan,1,,,M2 <-> M3,10.19 <-> 10.16,0.37 <-> 0.38,0.51 <-> 0.34,3420 <-> 3740,9.65 <-> 9.95,0.05 <-> 0.12,0.12 <-> 0.34
77172,77408,141272,,3917,HD 141272,Nirah,,237.0394,1.5717,4.13711851,0.02743205,21.665,-11.7826,-18.171,0.5942,-15409.55201373,9465.74213616,-17053.62920161,-176.036,-166.105,-8.5e-07,-8.1e-07,K0V,V,7.422,5.743,0.82,0.884,0.85,5221.101052455648,,14.990041347807283,1,77172,,,4468717.023235661,0.607626941055634,1.7360769744446685,1.208020228051082,0.6871971357176813,,,,4422809716282811904,J15480945+0134183,352-286-1,,J15482+0134A,,272595871,41229,3574.00,,15456+0143,9105,13111,,-26.361,7.421999931335449,8.241999626159668,5.991000175476074,5.610000133514404,5.500999927520752,V,B-V,0.5233,Nirah,1,,,G8 <-> K0,5.80 <-> 5.74,0.84 <-> 0.85,0.88 <-> 0.88,5320 <-> 5221,21.29 <-> 21.66,0.60 <-> 0.61,1.42 <-> 1.74
74309,74537,135204,,580,HD 135204,Ophion,,228.4621,-1.3514,3.98741519,-0.02358617,17.265,-11.4455,-12.9196,-0.4072,-77135.76144874,69726.77089416,-41209.55749347,-1270.39,-503.671,-6.16e-06,-2.44e-06,G9V,V,6.6,5.414,0.77,0.886,0.88,5372.7941961698025,Main sequence,13.916831019236422,1,74309,,,3561171.0188965914,0.6448326258874123,1.8423789311068923,1.2819886728952126,0.7292749935631448,,,,4418203587193988608,J15135096-0121047,5001-567-1,J15138-0121AB,J15138-0121AB,9544 AB,38838329,39643,3438,,15113-0109,8803,12718,,-69.54,6.599999904632568,7.369999885559082,5.285999774932861,4.986000061035156,4.765999794006348,V,B-V,0.5893,Ophion,1,,,K0 <-> G9,5.34 <-> 5.41,0.78 <-> 0.88,0.85 <-> 0.89,5200 <-> 5373,17.67 <-> 17.27,0.65 <-> 0.64,1.56 <-> 1.84
72432s,72659,131156,5544,566,* ksi Boo,GJ 566,,222.8474,19.1005,3.88942115,0.33336613,6.7123,-4.6503,-4.3134,2.1964,2845.36273892,-4086.92923623,-1996.87846853,154.98,-66.43,7.5e-07,-3.2e-07,G7Ve+K5Ve,,4.593,5.459,0.777,0.875,0.87,5350.994162635957,Main sequence,14.27775568467679,1,72432s,83865s|119220s|81444s|118742s,,1384513.397771513,0.6317588422037986,1.8050252634394248,1.255996745809933,0.7144891667781056,ksi,,Boo,,J14512328+1906034,,J14513+1906AB,J14514+1906AB,9413 AB,311180437,,3360,,14490+1918,,12488,,1.59,4.5929999351501465,5.369999885559082,2.6600000858306885,2.25,1.9700000286102293,V,B-V,0.5656,GJ 566,1,ksi  Boo,,,,,,,,,
83865s,84123,,,660,G  19-15,GJ 660,,257.9677,-1.8518,4.50238614,-0.03231924,10.1843,-2.1219,-9.9554,-0.3291,-25940.20015515,6049.55672385,-15650.38472402,-551.62,-324.34,-2.67e-06,-1.57e-06,M3V,V,11.393,11.353,1.612,0.209,0.29,3632.4685039624096,Main sequence,225.5973465899277,1,83865s,72432s|119220s|81444s|118742s,,2100670.1904470925,0.0694403811913907,0.1984010891182592,0.138054091178122,0.0785337644426442,,,,4367834169251322880,J17115234-0151057,5065-23-1,J17119-0151AB,J17119-0151AB,,142948307,44323,3900.1,,,,,,-3.1,11.392999649047852,13.005000114440918,7.461999893188477,6.916999816894531,6.656000137329102,V,B-V,0.0068,GJ 660,1,,,,,,,,,,
119220s,84709,156384,6426,667,HD 156384,GJ 667,,259.7382,-34.9898,4.53328655,-0.61068654,6.8357,-0.9977,-5.5106,-3.9198,36278.78181123,-5113.56375305,-2044.69778428,1129.76,-77.02,5.48e-06,-3.7e-07,K3V+K5V,V,5.89,6.716,1.04,0.712,0.68,4648.707153259476,Main sequence,26.243289208415625,1,119220s,72432s|83865s|81444s|118742s,,1409972.0144917632,0.3882081716095194,1.1091662045986268,0.7717948173665445,0.4390449559869565,,,,5975663422846187520,J17185698-3459236,,J17190-3459AB,J17190-3459AB,,154385728,44531,3924,,17156-3456,9982,14302,,0.0,5.889999866485596,6.929999828338623,3.900000095367432,3.2300000190734863,3.119999885559082,V,B-V,0.2136,GJ 667,1,,,,,,,,,,
81444s,81693,150680,6212,,* zet Her,HIP 81693,,250.3215,31.6027,4.36893444,0.55157149,10.7158,-3.0733,-8.5937,5.6154,-18987.47053878,16528.24075148,14773.1356651,-461.52,342.28,-2.24e-06,1.66e-06,G0IV,IV,2.8,2.65,0.63,2.667,1.66,5852.508984247449,,2.8344473915795723,1,81444s,72432s|83865s|119220s|118742s,,2210295.820831548,2.303056356832021,6.5801610195200615,4.57869537608271,2.604647070226691,zet,,Her,,J16411728+3136093,,J16413+3136AB,J16413+3136AB,10157 AB,43255143,43387,3799,,16393+3141,9600,13799,,-67.8,2.799999952316284,3.430000066757202,1.4950000047683716,1.187000036239624,1.277999997138977,V,B-V,7.5171,HIP 81693,1,zet  Her,,,,,,,,,
118742s,55203,,,,* ksi UMa,HIP 55203,Alula Australis,169.5455,31.5293,2.95912807,0.5502899,,,,,,,,-453.7,-591.4,-2.2e-06,-2.87e-06,F8.5:V+G2V,V,3.79,,0.59,,,6006.975415271707,Main sequence,4.469946076237917,1,118742s,72432s|83865s|119220s|81444s,,,,,,,,,,,J11181100+3131464,,J11182+3132AB,J11182+3132AB,8119 AB,144294174,,2625.00,,11154+3148,,,,-18.2,3.7899999618530273,4.380000114440918,2.461999893188477,2.2309999465942383,2.1419999599456787,V,B-V,,HIP 55203,1,,,,,,,,,,
